original_index,sentence,sentiment,translation_en,translation_hi
12770,need worri abhi fir kuch khulasa hone wala hoga nehru gandhi famili ya left walon ka nan,negative,"no need to worry, something will eventually happen, whether it's the Nehru Gandhi family or the leftists' downfall",चिंता मत करो अभी फिर कुछ खुलासा होने वाला है नेह्रू गाँधी परिवार या बाएँ दलों का
12774,shraddha har asambavh karya ko asmbavh kar deti hai radhakrishn govardhan leela krishna beauti written n nan,positive,"shraddha makes every impossible task possible, beautifully written by radhakrishn govardhan about krishna's leela",श्रद्धा हर असंभव कार्य को संभव कर देती है। राधाकृष्ण गोवर्धन लीला कृष्ण बिउटी वृतांत नन
12775,grace allah today mark 111 year khilafat-e-ahmadiyya khilafatday mubarak ahmadi muslim around wo nan,positive,"Thanks to Allah, today marks 111 years of Khilafat-e-Ahmadiyya. Congratulations to Ahmadi Muslims around the world!","ग्रेस अल्लाह की मर्जी से आज हम खिलाफत-ए-अحمدीया के 111 वर्ष पूरे होने का तुहफ़ा मिला। यह एक मुबारक मौका है, जो दुनिया भर के अحمदी मुस्लिमों के लिए बहुत ख़ास है।"
12778,aap thik se dekh nhi video ko wo dra huavideo ke start use dhmka ke bola ja rha h jo,negative,"you didn't even properly watch the video, at the beginning they were talking about the intro music","आप ठीक से देखो नहीं वीडियो को, वो डरावट वीडियो के शुरू में धमकी के साथ बोला जा रहा है।"
12781,pak bhagmadarchod tum sale pak terrorist sale hamar kashmir ke youth ko bhatkat ho,negative,"fucking bastard you son of a bitch Pakistani terrorist, you make our Kashmiri youth suffer",पाक भगमदरचोड़ तुम सेले पाक आतंकवादी सेले हमारे कश्मीर के युवा को भटकाते हो
12784,sardhara abe k lode apna kaam nhi toh teri maa chod dunga ha likha hai mene naam arab,negative,"you bastard, if you don't do your work, I'll fuck your mother, it's written by me in Arabic",सर्दहारा अबे क लोड़े अपना काम नहीं तो तेरी माँ चोद दूंगा हा लिखा है मैने नाम अरब
12785,kesi log ho ap yr log tumh pakistan ka mustakbil keh ke phir rhi aur usi mulk ke bando ko galiya gy shame yrr 🤚🏻,negative,"some people are always talking about Pakistan's future and then insulting its people, shame on you 🤚🏻","केसे लोग हो आप यार लोग, तुम पाकिस्तान का मुस्तक़्बिल कह कर फिर रहे हो और उसी देश के लोगों को गालियाँ दे रहे हो, शैम है यार 🤚🏻"
12786,apni behen ko dakho iss ko jabulota khilwya jaya iss ki phudi sy 6.47868e+17 lun baramad hune,negative,show your sister to this liar who has taken away 6.47868e+17 dollars from her purse,अपनी बहन को देखो इसे जालूता खिलवा दो इसकी पुत्ती से 6.47868e+17 लूं निकल आएँ
12787,70 sal bad nehru ki galti hai like serious bro ais bolo ki british 's ki galti hai nan,negative,"70 years later, Nehru's mistake is still there, seriously man, why say it's the British's fault?","70 साल बाद नेहरू की गलती है, जैसे सिरियस भाइयों ऐसा बोलो कि ब्रिटिश की गलती है नहीं।"
12788,abe oo kutt yeh kashmir ki baat apn pass rakh nan,negative,"Hey you fool, keep this Kashmir issue to yourself.",अरे ओ कट्ट यह कश्मीर की बात अपने पास रख ना
12789,ssrajput humor thank bhai 💕🙏 cfm jinda hai 😮 nan,positive,ssrajput humor thanks bro 💕🙏 cfm is alive 😮 lol,स्सराजपुत हूमर धन्यवाद भाई 💕🙏 सिफ़ में जीवित है 😮 नन
12790,motiv spiritu manag guru bless maa adi shakti paramba maa durga kripa provid guidanc c,positive,motivated spirit managed by the blessings of Mother Adi Shakti Paramba Maa Durga's grace and guidance,मोटिवेटिंग स्पिरिचुअल मैनेजमेंट गुरु की बरकत माँ अदिशक्ति परमांबा माँ दुर्गा की कृपा और मार्गदर्शन
12791,presenc wo vodafon waal bolt hai par kart nahi airtel karta hai par bolta nahi nan,neutral,presence vo vodafone wall balance is there but doesn't talk airtel card is there but doesn't speak much,"प्रेसन्स वोडाफोन वाला बोलता है पर कर्ट नहीं, एयरटेल करता है पर बोलता नहीं।"
12792,indian muslim - hope modi 2 0 better 1 0 speech encourag * face palm * nan,neutral,Indian Muslim - Hope Modi 2.0 better than 1.0 speech encourages *face palm* NaN,इंडियन मुस्लिम - उम्मीद है मोदी 2.0 बेहतर 1.0 से भाषण प्रोत्साहन * फ़ेस पाल्म * नन
